Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Fantasy, Animation, Adventure",ja,2004-12-23,7.7,Shitoushin; reappearance; Shitoushin,Inuyasha the Movie 4: Fire on the Mystic Island
"Action, Adventure, Animation, Fantasy, Science Fiction",en,2007-01-23,6.2,industrialists; temple; forces,The Invincible Iron Man
Drama,tr,2022-03-04,0.0,afloat; arabesque; Turkish,Bergen
"Action, Animation, Science Fiction",ja,2008-07-12,7.5,cybernetically; enhanced; sound,Ghost in the Shell 2.0
"Drama, Family, Fantasy, Adventure",en,1990-10-24,5.7,However; land; Fantasia,The NeverEnding Story II: The Next Chapter
"Animation, Family, Action",en,2008-11-08,6.7,stories; kittens; pasts,Kung Fu Panda: Secrets of the Furious Five
"Horror, Mystery",en,2010-10-20,5.8,Days; Their; cameras,Paranormal Activity 2
"Comedy, Romance",nl,2021-07-15,6.3,sets; case; childrens,Meskina
"Action, Adventure, Comedy, Romance",cn,1993-01-16,6.5,ship; scarce; food,City Hunter
"Mystery, Drama, Romance",en,2015-06-18,6.1,Q; loving; follows,Paper Towns
"Family, Action, Adventure, Animation, Comedy, Fantasy, Science Fiction",en,2001-12-21,5.9,behind; parents; kidnapped,Jimmy Neutron: Boy Genius
"Drama, Comedy",cn,2017-02-10,7.5,turn; street; Michelinstarred,Cook Up a Storm
"Adventure, Comedy, Animation, Family",en,2016-06-18,6.2,dislikes; Max; named,The Secret Life of Pets
"Drama, Science Fiction",en,2014-08-13,6.5,elderly; differences; community,The Giver
"Animation, Action, Family, Science Fiction, TV Movie",en,1999-01-10,7.4,crime; futuristic; vengeance,Batman Beyond: The Movie
"Comedy, Fantasy, Romance",en,2019-02-13,6.2,City; had; Natalie,Isn't It Romantic
"Animation, Action",ja,2018-03-24,5.8,Gorilla; adversaries; Batman,Batman Ninja
Western,en,1969-06-11,7.5,She; job; Rooster,True Grit
"Animation, Action, Adventure, Fantasy",ja,2009-10-03,6.3,kingdom; Aer; fellow,Tales of Vesperia: The First Strike
"Animation, Family, Music",en,2015-10-19,7.6,Boo; gancy; sneaky,"Monster High: Boo York, Boo York"
"Fantasy, Romance, Drama, Comedy",en,2005-09-16,6.9,convinced; disappearing; moves,Just Like Heaven
"Adventure, History, Action",en,1999-08-13,6.6,ibn; word; behavior,The 13th Warrior
"Comedy, Adventure",en,2015-01-21,5.5,gains; Mortdecai; Nazi,Mortdecai
"Action, Adventure, Comedy, TV Movie",en,2007-03-04,6.2,long; best; Jesses,The Dukes of Hazzard: The Beginning
"Romance, Animation, Family, Comedy, Adventure",en,1995-04-07,6.9,Though; adolescent; kink,A Goofy Movie
"Comedy, Drama, Family, Romance",en,2008-07-25,6.4,entries; teenager; would,"Angus, Thongs and Perfect Snogging"
"Comedy, Drama, Romance",en,2015-04-24,6.5,demons; kill; tricky,Just Before I Go
"Fantasy, Action, Drama",en,2011-11-10,5.9,humanity; Hyperion; weapon,Immortals
"Science Fiction, Thriller",en,2019-06-07,6.7,arrives; raised; inexplicable,I Am Mother
"Adventure, Fantasy, Action",en,1984-06-29,6.1,powerful; Akiro; Conans,Conan the Destroyer
"Drama, Thriller, War",nl,2006-09-14,7.5,Gestapo; Dutch; Jewish,Black Book
"Crime, Drama, Thriller",en,2014-12-31,6.6,decay; business; drag,A Most Violent Year
"Thriller, Drama",en,2004-02-09,7.5,shop; hazards; Trevor,The Machinist
"Action, Thriller",en,2012-11-29,5.6,Mia; CIA; Franco,A Dark Truth
Comedy,en,2020-10-23,6.5,Borat; States; 14,Borat Subsequent Moviefilm
"Action, Adventure, War",en,1968-12-04,7.6,thats; captured; general,Where Eagles Dare
Comedy,it,1975-07-11,5.2,tries; seduce; falls,The School Teacher
"Adventure, Fantasy, Comedy, Family",en,1989-08-25,5.8,kids; really; attraction,Little Monsters
"Fantasy, Adventure, Animation",ja,2017-07-08,7.1,cat; strange; seems,Mary and The Witch's Flower
"Animation, Science Fiction, Action, Adventure, Drama, War",ja,1981-03-14,6.8,space; humans; Century,Mobile Suit Gundam I
"Animation, Family, Fantasy",en,2014-05-08,6.1,restore; posttornado; magical,Legends of Oz: Dorothy's Return
"Documentary, Action, Adventure, Thriller",en,2011-02-05,6.8,special; min; Lost,Return to Jurassic Park
"Animation, Action",en,2009-10-16,6.9,than; Samurai; Afro,Afro Samurai: Resurrection
"Family, Animation",en,2016-10-04,6.9,horse; island; team,Barbie & Her Sisters in a Puppy Chase
"Comedy, Drama",en,1967-12-21,7.7,triangle; Benjamin; older,The Graduate
Thriller,en,2015-01-23,4.8,affair; dangerous; soon,The Boy Next Door
"Drama, Thriller",ko,2005-07-29,7.5,13year; really; seeking,Sympathy for Lady Vengeance
"Action, Adventure, Animation, Family",en,2016-04-13,5.8,galaxy; ally; mechanic,Ratchet & Clank
"Comedy, Romance",en,1961-10-06,7.7,York; City; Brazilian,Breakfast at Tiffany's
"Romance, Comedy, Fantasy",en,1998-10-16,6.7,unwittingly; corpse; themselves,Practical Magic
Comedy,en,2016-07-29,6.4,look; redefine; graduation,Good Kids
"Fantasy, Drama, Comedy, Family",en,1995-07-18,6.2,Babe; pig; learns,Babe
"Drama, Crime",en,1993-05-26,7.5,quandary; trying; turn,Menace II Society
"Drama, Thriller",en,2013-11-29,6.7,Hurricane; wake; Katrina,Hours
"Family, Action, Adventure, TV Movie",en,2006-06-16,6.1,suddenly; begins; order,Wendy Wu: Homecoming Warrior
"Animation, Adventure, Family",en,2013-07-18,6.0,wildebeest; ostrich; joined,Khumba
"War, Action, Drama",en,2016-01-20,6.4,S; assignment; actionnot,Jarhead 3: The Siege
"Comedy, Action",it,2007-11-08,7.1,action–adventure; foreign; SpiderMan,Italian Spiderman
"Drama, Action, Adventure, Thriller, Mystery, Fantasy",zh,2018-06-29,7.3,board; daggers; Kaisi,Animal World
"Family, Animation, Comedy",en,1992-10-01,6.3,trying; cat; exploited,Tom and Jerry: The Movie
"Animation, Adventure, Family",en,2002-12-20,6.5,might; Debbie; relationship,The Wild Thornberrys Movie
"Action, Crime, Thriller",en,1988-04-14,6.3,Quan; partner; learns,The Dead Pool
"Action, Comedy, Crime, Drama",en,2004-11-12,6.1,master; agent; FBI,After the Sunset
"Crime, Drama, Action",en,2020-11-13,5.7,live; unfair; grads,Echo Boomers
"Drama, Science Fiction, Romance",en,2014-04-20,7.2,hear; others; make,In Your Eyes
Comedy,pt,2021-06-10,5.8,older; truth; Vicente,There's Something About Mario
Drama,es,2017-09-21,6.2,generate; good; both,Mater
"Drama, Horror, Science Fiction",en,2015-08-07,6.2,everyone; now; overnight,Extinction
"Action, Adventure, Thriller, Drama, Science Fiction",en,1994-12-23,4.5,tyranny; various; martial,Street Fighter
"Drama, Comedy",en,2013-06-14,7.4,complexities; writer; tumultuous,Stuck in Love
"Fantasy, Drama, Romance",en,2013-02-13,6.0,fate; Lena; wants,Beautiful Creatures
Comedy,en,2013-12-18,6.1,rated; Burgundy; storm,Anchorman 2: The Legend Continues
"Romance, Drama",ko,2017-07-27,4.7,truth; secret; situation,Mother's Job
"Horror, Crime, Drama, History",en,2017-10-20,5.9,murder; yet; teenage,1922
"Adventure, Animation, Comedy, Family, Fantasy, TV Movie",en,2017-03-10,6.8,princess; Rapunzel; embark,Tangled: Before Ever After
"Action, Crime, Drama",en,2003-02-28,6.1,diamonds; once; knows,Cradle 2 the Grave
"Animation, Family, Adventure, Fantasy, Comedy",fr,2015-02-05,7.3,named; night; including,Mune: Guardian of the Moon
"Comedy, Romance",en,2010-07-13,4.4,Somerhalder; even; panics,How to Make Love to a Woman
Drama,it,2005-11-18,4.3,mother; adolescent; sexual,Melissa P.
"Action, Thriller",en,1979-02-09,7.7,calls; gang; know,The Warriors
"Fantasy, Drama",en,2018-01-21,6.2,Barbara; do; strange,I Kill Giants
"Adventure, Fantasy, Family",en,1959-12-15,7.0,down; trail; colleagues,Journey to the Center of the Earth
"Thriller, Science Fiction, Action, Adventure",en,2015-01-16,4.4,goes; shutting; artificial,Vice
"Animation, Family",en,2010-08-03,5.9,California; saved; turtle,A Turtle's Tale: Sammy's Adventures
"Drama, Romance",it,1983-10-19,5.9,marriage; fascist; professor,The Key
"Animation, Action, Adventure, Fantasy, Horror",es,2016-10-21,7.2,monster; fighting; El,The Legend of the Chupacabras
"Drama, Thriller, History, War",en,2008-12-25,6.9,II; leading; Col,Valkyrie
"Action, Science Fiction",en,2013-12-06,5.3,three; thawing; realizes,Ice Soldiers
"Comedy, Action, Crime",es,2004-07-16,7.9,childhood; counterkidnapped; since,Killing Cabos
"Action, Adventure, Crime",en,2017-07-11,5.3,kidnapped; adversary; past,The Saint
"Comedy, Romance, Drama",en,2009-08-20,6.5,suffers; possibility; how,World's Greatest Dad
"Family, Animation, Adventure, Fantasy",ja,2010-07-10,6.6,media; Ash; Zoroark,Pokémon: Zoroark - Master of Illusions
Comedy,en,2013-04-08,4.1,girlfriend; horror; camera,Paranormal Movie
"Comedy, Animation, Adventure, TV Movie",en,2009-11-08,7.2,neighborhood; Eds; Ed,"Ed, Edd n Eddy's Big Picture Show"
"Crime, Romance, Drama",es,2005-08-12,6.1,nightclub; until; best,Rosario Tijeras
"Crime, Drama, Thriller",en,2012-09-20,7.3,confiscating; members; during,End of Watch
"Comedy, Romance",en,2011-05-13,6.5,bluffs; honor; Annie,Bridesmaids
"Fantasy, Action",ko,2018-01-31,6.2,trouble; ordinary; around,Psychokinesis
"Drama, Thriller, Crime, Mystery",en,2006-02-24,7.5,between; Under; constant,Lucky Number Slevin
"Drama, Crime, Thriller",en,2004-08-04,7.2,easy; offers; assassin,Collateral
Drama,en,2019-09-12,7.2,panic; draws; Art,The Goldfinch
"Drama, History",en,2018-12-07,6.6,France; both; rightful,Mary Queen of Scots
"Horror, Drama, Science Fiction",fr,2017-09-23,5.9,flesh; human; people,Ravenous
"Family, Comedy, Animation, Adventure",en,2017-11-23,7.6,disappearance; San; Arnold,Hey Arnold! The Jungle Movie
"Action, History, Drama, War",en,2018-09-06,6.8,throne; English; Forced,Outlaw King
Crime,en,2019-05-02,7.0,truth; believe; Kloepfer,"Extremely Wicked, Shockingly Evil and Vile"
"Drama, Crime",en,2021-06-04,4.7,try; Calvin; three,Gully
Action,en,1986-05-02,6.2,Jasons; One; harass,"No Retreat, No Surrender"
"Action, Romance, Crime",cn,1995-09-06,7.7,stole; hitman; bifurcated,Fallen Angels
"Comedy, Romance, Drama",en,2007-07-19,6.7,lands; spot; Collins,Hairspray
"Drama, History, War",en,1957-10-11,7.8,intelligence; blow; foil,The Bridge on the River Kwai
"Action, Comedy, Crime",en,1984-11-30,7.2,fit; Department; Beverly,Beverly Hills Cop
"Animation, Adventure, Family",en,2020-07-23,7.1,brave; Adam; disappears,Bigfoot Family
"Crime, Drama, Comedy",en,2013-09-23,6.9,disorder; daughter; win,Filth
"Science Fiction, Thriller, Horror",en,2021-01-01,5.5,eccentric; female; cure,COVID-21: Lethal Virus
"Comedy, Adventure, Action",en,2005-08-05,5.5,Duke; small; Jesse,The Dukes of Hazzard
Drama,en,2004-05-25,4.7,series; ruining; three,Cruel Intentions 3
"Thriller, Crime, Horror",en,2014-07-01,6.2,frightening; otherworldly; sweeps,Deliver Us from Evil
"Action, Adventure",en,1995-12-22,5.7,Dawg; British; This,Cutthroat Island
"Comedy, Family",en,1994-02-11,5.8,spree; forget; parents,Blank Check
"Adventure, Action, Comedy",en,1967-04-13,5.4,James; real; stop,Casino Royale
"Mystery, Science Fiction, Horror, Thriller",en,2019-09-07,6.0,discovers; Gardner; every,Color Out of Space
"Thriller, Drama",en,2021-03-18,5.0,shes; line; suffering,Deadly Illusions
"Science Fiction, Thriller",en,2018-10-25,6.1,scientist; obsessed; accident,Replicas
"Romance, Drama",en,1946-12-26,7.3,unfeeling; Pip; adaptation,Great Expectations
"Drama, Romance",en,2017-10-13,7.4,Robin; adventurous; paralyzed,Breathe
Documentary,en,2019-01-26,6.8,wars; Data—arguably; through,The Great Hack
"Thriller, Horror",en,2015-07-24,5.2,video; archives; Case,The Vatican Tapes
"Comedy, Drama, Romance",ja,2017-04-15,7.8,Arata; quit; falls,ReLIFE
"Thriller, Mystery",en,2018-10-07,6.0,prove; sleepy; boy,A Dark Place
"Crime, Drama",en,1999-06-02,7.3,remaining; saved; tells,Ghost Dog: The Way of the Samurai
"Animation, Comedy, Family",en,2011-03-30,5.7,drummer; LA; Easter,Hop
"Action, Drama, Fantasy",ja,2017-04-29,6.5,Manji; Anotsu; regain,Blade of the Immortal
"War, Drama, History",en,2006-10-18,6.8,battle; servicemen; US,Flags of Our Fathers
"Comedy, Family, Animation, Adventure",en,2010-12-17,5.6,shoot; BooBoo; soon,Yogi Bear
"Drama, Horror, Thriller",en,2011-05-01,6.3,missing—forever; meet; convinces,Megan Is Missing
"Animation, Family, Fantasy",en,2009-02-09,7.4,serpent; secret; Brendan,The Secret of Kells
"Drama, Documentary",es,2022-03-10,0.0,invincible; To; aspires,Corazón ardiente
Comedy,en,1996-02-16,6.6,so; Meanwhile; money,Happy Gilmore
"Drama, Science Fiction",de,2022-03-08,0.0,Nietzsches; inspired; Thus,Last Man
"Mystery, Horror",en,2009-01-16,5.5,year; Tom; trapped,My Bloody Valentine
Drama,en,2011-04-24,7.6,Henry; any; teachers,Detachment
"Animation, Family, Science Fiction",en,2016-08-12,7.1,Barbie; special; sky,Barbie: Star Light Adventure
"Action, Drama, Mystery",en,2003-09-11,6.3,international; psychotic; agent,Once Upon a Time in Mexico
"History, Drama",en,2012-12-18,7.3,redemption; adaptation; Hugos,Les Misérables
Comedy,es,2020-02-14,7.1,island; medications; forgets,My Boyfriend's Meds
"Action, Fantasy, Adventure, Comedy",zh,2013-02-01,7.0,Xuan; demons; demon,Journey to the West: Conquering the Demons
"Adventure, Drama",en,2009-11-25,7.0,warmer; crack; alone,The Road
Horror,en,1982-09-24,5.8,afresh; dead; open,Amityville II: The Possession
"Drama, Fantasy, Horror",eu,2018-03-02,6.4,Álava; woods; police,Errementari: The Blacksmith and the Devil
"Drama, Fantasy, Romance",en,2011-01-21,6.3,Kyle; Kyle; Beauty,Beastly
"Drama, Romance",en,2017-03-23,7.3,reveals; passionate; 30s,The Secret Scripture
"Animation, Science Fiction, Family",en,1993-11-24,6.0,Captains; brother; York,We're Back! A Dinosaur's Story
"Comedy, Adventure, Fantasy, Science Fiction, Action",en,1998-07-10,6.5,figures; seriously; too,Small Soldiers
"Thriller, Horror",en,2003-01-24,5.5,now; form; grown,Darkness Falls
"Animation, Action, Comedy",en,2020-10-15,6.9,turned; glider; sugar,Combat Wombat
"Adventure, Fantasy",en,1985-08-28,6.3,or; plunged; fairies,Legend
"Comedy, Romance",en,2001-01-26,5.9,wedding; Mary; Steve,The Wedding Planner
"Science Fiction, Action, Adventure, Thriller",en,2005-09-03,7.4,uncharted; agrees; anyone,Serenity
"Adventure, Animation, Family",en,2008-12-18,6.0,ambitions; away; very,The Tale of Despereaux
Animation,ja,2018-03-03,7.0,Nobita; board; Gian,Doraemon: Nobita's Treasure Island
"Comedy, Romance",en,1997-02-07,6.8,New; president; teacher,The Beautician and the Beast
"TV Movie, Drama",en,2021-03-21,7.3,stepmother; endures; headmistress,V.C. Andrews' Pearl in the Mist
Science Fiction,en,2019-01-18,4.9,catch; planet; off,IO
"Thriller, Action, Comedy, Science Fiction",en,2002-09-27,5.7,Jimmy; Paired; Clark,The Tuxedo
"Thriller, Crime, Drama",en,2013-08-22,6.1,organized; law; side,Blood Ties
"Comedy, Crime",en,1988-03-17,5.1,Lassard; Police; award,Police Academy 5: Assignment Miami Beach
"Romance, Comedy",en,2004-05-28,5.2,multimilliondollar; airline; airline,Soul Plane
"Thriller, Drama",en,2015-10-15,7.2,CIA; release; through,Bridge of Spies
Horror,en,1988-12-23,6.3,power; sensations; intense,Hellbound: Hellraiser II
"Drama, History",en,2015-10-16,7.3,true; soldiers; early,Suffragette
Comedy,en,2019-10-10,6.9,your; unexpected; what,Jexi
"Crime, Drama, Thriller",en,1997-02-27,7.5,undercover; agent; mob,Donnie Brasco
"Action, Science Fiction",en,2017-01-27,6.0,set; teenage; Tom,iBoy
"Mystery, Drama, Crime, Thriller",en,2013-08-28,5.9,appoints; attorney; Rose,Closed Circuit
"Horror, Mystery, Thriller",en,1982-09-30,6.6,something; bedroom; Carla,The Entity
"History, War, Drama",nl,2021-10-07,6.5,Hannah; Nazioccupied; reallife,My Best Friend Anne Frank
"Family, Comedy",en,1993-04-07,7.5,nine; terrifying; part,The Sandlot
"Comedy, Romance",en,2006-12-08,7.1,Kingdom; boyfriends; relationship,The Holiday
"Adventure, Animation, Comedy, Family, Fantasy",en,2007-01-05,4.9,realizes; Frieda; evildoers,Happily N'Ever After
"Drama, History",en,1987-05-27,7.6,Pu; object; lifestyle,The Last Emperor
"Adventure, Science Fiction",en,2017-06-02,3.5,There; like; shes,Stasis
"Animation, Comedy, Family, Fantasy",en,2014-09-10,6.7,box; An; Snatcher,The Boxtrolls
"Drama, Adventure, Thriller",en,1972-08-18,7.3,theyll; Lewis; American,Deliverance
"Action, Adventure, Crime, Science Fiction, Thriller",en,1993-04-17,4.7,Omni; leave; intention,RoboCop 3
"Comedy, Romance, Drama",en,2008-04-17,6.5,Peters; Sarah; Peter,Forgetting Sarah Marshall
"War, Action, Drama",zh,2017-07-27,6.7,soldier; duties; behind,Wolf Warrior 2
"Action, Comedy",en,2018-03-23,5.5,benefactor; terrorists; verge,"Game Over, Man!"
Horror,en,2008-04-08,5.2,try; dead; ditch,Day of the Dead
"Drama, Action, Thriller, Science Fiction",en,2006-09-19,7.6,pregnant; agrees; procreate,Children of Men
"Horror, Thriller",en,2017-09-29,6.4,secrets; faces; dire,Gerald's Game
"Crime, Drama, Thriller",en,2011-03-17,7.2,conducts; business; lawyer,The Lincoln Lawyer
"Crime, Drama, History, Thriller",en,1987-06-03,7.8,probably; force; going,The Untouchables
"Thriller, Crime, Drama, Horror",en,2007-07-19,6.7,involve; acts; orphaned,The Girl Next Door
"Drama, History, War",de,1979-05-02,7.0,Repulsed; refuses; intellect,The Tin Drum
"Action, Science Fiction",ja,2015-10-03,7.6,threat; avatars; yet,Arpeggio of Blue Steel -Ars Nova Cadenza-
"Action, Animation, Science Fiction",en,2017-08-21,5.9,satellite; Federation; target,Starship Troopers: Traitor of Mars
Comedy,en,2001-12-21,6.3,dry; ace; Thats,How High
"Fantasy, Comedy, Romance, Science Fiction",en,1996-06-26,5.6,Sherman; Love; brilliant,The Nutty Professor
"Crime, Thriller, Mystery",en,2020-12-11,6.8,hometown; returns; unsolved,The Dry
"Drama, History",en,2010-11-26,7.7,VI; Queen; II,The King's Speech
"Adventure, Family, TV Movie",en,1985-11-24,5.3,killing; attack; Starcruiser,Ewoks: The Battle for Endor
Comedy,es,2018-12-25,7.9,heroes; called; families,El Paseo 5: El Paseo de Oficina
Comedy,en,2016-02-06,4.8,modelling; Derek; company,Zoolander 2
"Comedy, Drama, Romance",en,2018-09-07,6.4,popular; loser; high,Sierra Burgess Is a Loser
"Action, Science Fiction, Thriller",en,2000-08-04,5.9,–; formula; mad,Hollow Man
"Comedy, Romance, Drama",de,2021-10-15,5.7,themselves; turn; beach,The Four of Us
"Action, Animation, Adventure, Fantasy",ja,2002-12-22,7.6,full; eternal; adversary,Inuyasha the Movie 2: The Castle Beyond the Looking Glass
"Action, Adventure, Fantasy",en,1988-05-20,7.0,Queen; bring; entrusted,Willow
Science Fiction,en,2021-08-26,5.7,Kepler; decision; catastrophe,The Colony
"Drama, Crime, Thriller",en,2017-06-16,7.5,genius; terrible; matters,The Book of Henry
"Comedy, Romance",en,1997-12-19,7.4,Melvin; Melvin; tolerate,As Good as It Gets
"Comedy, Romance, Drama",en,2001-10-05,6.8,–; despite; give,Serendipity
"Animation, Drama, Romance",ja,1991-07-20,7.3,longings; old; decides,Only Yesterday
"Documentary, Action, Crime",es,2021-10-28,7.3,police; fact; Mexican,A Cop Movie
"Drama, Crime, Thriller",fr,2018-12-19,6.4,ruthless; Paris; crosses,The Emperor of Paris
Drama,en,2011-09-22,7.2,Beanes; attempt; Billy,Moneyball
"Action, Drama, Thriller, Crime",en,2015-03-11,6.4,days; hit; choice,Run All Night
"Horror, Thriller, Mystery",en,2022-03-17,0.0,secluded; violent; reclusive,X
"Thriller, Drama",en,2016-05-12,6.4,Lee; producer; irate,Money Monster
Documentary,en,2013-09-13,7.9,cast; sevenhour; making,Crystal Lake Memories: The Complete History of Friday the 13th
"Music, Comedy",es,2021-05-01,4.0,witty; perform; songs,Stop
Family,en,2017-05-05,7.2,Max; assigned; Max,Max 2: White House Hero
"Adventure, Action, Thriller",en,1983-10-07,6.0,seeks; organization; Largos,Never Say Never Again
